title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Unified Federal Policy for Ensuring a Watershed Approach to Federal Land and Resource Management,Notice,Agriculture Department; Office of the Secretary; Interior Department; Office of the Secretary,"The President's Clean Water Action Plan announces the intention of the Departments of Agriculture and the Interior to develop a unified Federal policy on watershed management in consultation with other Federal agencies, States, Tribes, and interested stakeholders. This policy would provide a framework for a watershed approach to Federal land and resource management activities. The proposed policy is the collaborative effort of several Federal agencies and is offered for public review and comment by the Departments of Agriculture and the Interior.",65 FR 8834, 00-4113,https://www.federalregister.gov/documents/2000/02/22/00-4113/unified-federal-policy-for-ensuring-a-watershed-approach-to-federal-land-and-resource-management,https://www.govinfo.gov/content/pkg/FR-2000-02-22/pdf/00-4113.pdf,02/22/2000
Livestock Assistance Program,Rule,Agriculture Department; Commodity Credit Corporation,"This final rule amends the current provisions of regulations on emergency livestock assistance to delete regulations for obsolete programs and to provide new terms and conditions for the Livestock Assistance Program (LAP) authorized in the Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 1999 (1999 Act). The LAP will provide emergency feed assistance for losses suffered by livestock producers in calendar year 1998, in counties that have suffered a 40 percent or greater loss of normal grazing as a result of a natural disaster. Assistance to the producer will be based on the number of eligible livestock owned by the producer and the producer's percent of grazing losses. The 1999 Act limits expenditures of the program to $200 million. Payment rates will not be determined until a sign-up for the program is completed.",64 FR 13497, 99-6429,https://www.federalregister.gov/documents/1999/03/19/99-6429/livestock-assistance-program,https://www.govinfo.gov/content/pkg/FR-1999-03-19/pdf/99-6429.pdf,03/19/1999
National Organic Program,Rule,Agriculture Department; Agricultural Marketing Service,"This final rule establishes the National Organic Program (NOP or program) under the direction of the Agricultural Marketing Service (AMS), an arm of the United States Department of Agriculture (USDA). This national program will facilitate domestic and international marketing of fresh and processed food that is organically produced and assure consumers that such products meet consistent, uniform standards. This program establishes national standards for the production and handling of organically produced products, including a National List of substances approved for and prohibited from use in organic production and handling. This final rule establishes a national-level accreditation program to be administered by AMS for State officials and private persons who want to be accredited as certifying agents. Under the program, certifying agents will certify production and handling operations in compliance with the requirements of this regulation and initiate compliance actions to enforce program requirements. The final rule includes requirements for labeling products as organic and containing organic ingredients. This final rule also provides for importation of organic agricultural products from foreign programs determined to have equivalent organic program requirements. This program is authorized under the Organic Foods Production Act of 1990, as amended.",65 FR 80548, 00-32257,https://www.federalregister.gov/documents/2000/12/21/00-32257/national-organic-program,https://www.govinfo.gov/content/pkg/FR-2000-12-21/pdf/00-32257.pdf,12/21/2000
"1999 Marketing Quotas and Price Support Levels for Fire-Cured (Type 21), Fire-Cured (Types 22-23), Dark Air-Cured (Types 35-36), Virginia Sun-Cured (Type 37), and Cigar-Filler and Binder (Types 42-44 and 53-55) Tobaccos",Rule,Agriculture Department; Farm Service Agency; Commodity Credit Corporation,"The purpose of this notice is to codify the national marketing quotas and price support levels for the 1999 crops for several kinds of tobacco announced by press release on March 1, 1999. In accordance with the Agricultural Adjustment Act of 1938, as amended (the 1938 Act), the Secretary determined the 1999 marketing quotas to be as follows: fire-cured (type 21), 2.6 million pounds; fire-cured (types 22-23), 41.4 million pounds; dark air-cured (types 35-36), 12.8 million pounds; Virginia sun-cured (type 37), 171,000 pounds; and cigar-filler and binder (types 42-44 and 53-55), 4.5 million pounds. Quotas are necessary to adjust the production levels of certain tobaccos to more fully reflect supply and demand conditions, as provided in the 1938 Act. In accordance with the Agricultural Act of 1949, as amended (the 1949 Act), the Secretary determined the 1999 levels of price support to be as follows (in cents per pound): fire-cured (type 21), 155.9; fire- cured (types 22-23), 171.6; dark air-cured (types 35-36), 148.1; Virginia sun-cured (type 37), 138.0; and cigar-filler and binder (types 42-44 and 53-55), 123.8.",65 FR 41551, 00-16989,https://www.federalregister.gov/documents/2000/07/06/00-16989/1999-marketing-quotas-and-price-support-levels-for-fire-cured-type-21-fire-cured-types-22-23-dark,https://www.govinfo.gov/content/pkg/FR-2000-07-06/pdf/00-16989.pdf,07/06/2000
Common Crop Insurance Regulations; Basic Provisions,Rule,Agriculture Department; Federal Crop Insurance Corporation,The Federal Crop Insurance Corporation (FCIC) amends the Common Crop Insurance Policy; Basic Provisions for the purpose of: Clarifying certain provisions; adding definitions and provisions to allow enterprise and whole farm units; allowing the use of a written agreement to insure acreage that has not been planted and harvested in one of the three previous crop years; removing the requirement that a minimum amount of prevented planting acreage be contiguous before a prevented planting payment can be made; and removing the requirement that the Palmer Drought Severity Index be used to determine eligibility for a prevented planting payment in certain circumstances. The intended effect of this action is to create a policy that best meets the needs of the insured.,63 FR 66706, 98-32156,https://www.federalregister.gov/documents/1998/12/03/98-32156/common-crop-insurance-regulations-basic-provisions,https://www.govinfo.gov/content/pkg/FR-1998-12-03/pdf/98-32156.pdf,12/03/1998
Revised Land and Resource Management Plan for the Ozark-St. Francis National Forests in Arkansas,Notice,Agriculture Department; Forest Service,"The USDA Forest Service intends to prepare an environmental impact statement (EIS) for revising the Ozark-St. Francis National Forests Land and Resource Management Plan (hereinafter referred to as the Forest Plan) pursuant to 16 U.S.C. 1604(f)(5) and USDA Forest Service National Forest System Land and Resource Management Planning regulations. The revised Forest Plan will supersede the current Forest Plan, which the Regional Forester approved July 29, 1986, and has been amended 11 times. The agency invites written comments and suggestions within the scope of the analysis described below. In addition, the agency gives notice that a full environmental analysis and decision-making process will occur on the proposal so that interested and affected people are aware of how they may participate and contribute to the final decision.",67 FR 21625, 02-10778,https://www.federalregister.gov/documents/2002/05/01/02-10778/revised-land-and-resource-management-plan-for-the-ozark-st-francis-national-forests-in-arkansas,https://www.govinfo.gov/content/pkg/FR-2002-05-01/pdf/02-10778.pdf,05/01/2002
Urban Wildland Interface Communities Within the Vicinity of Federal Lands That Are at High Risk From Wildfire,Notice,Agriculture Department; Forest Service; Interior Department; Indian Affairs Bureau; Land Management Bureau; Fish and Wildlife Service; National Park Service,"This notice provides an initial list of urban wildland interface communities in the vicinity of Federal lands that are at high risk from wildfire. The list, compiled from information provided by States and Tribes, and prepared for publication by the Secretaries of Agriculture and the Interior, responds to Congressional direction to identify communities within the vicinity of Federal lands that are at high risk from wildfire, and publish a list of these communities in the Federal Register. States and Tribes used different criteria for selecting communities at risk. This initial list of communities is incomplete, and will be updated as additional information from the States and Tribes becomes available. The information included in the list has not been altered by the Federal agencies. Pursuant to direction from Congress, the lists submitted by States and Tribes have been annotated by the Secretaries to identify communities around which hazardous fuel reduction treatments on Federal lands are ongoing or are planned to begin in fiscal year 2001. The Secretaries will continue to work with States, Tribes, local governments, and other interested parties to focus fuel reduction efforts on those communities at highest risk. This notice also provides the Federal Government's initial definition of urban wildland interface communities at high risk from wildfire, and preliminary criteria for risk evaluation and risk management that will be used by the Secretaries to rank and prioritize communities and focus implementation of fuels treatments to most effectively reduce risks. Interested members of the public may also provide additional thoughts on the list of communities, the initial definition of wildland-urban interface areas, and the preliminary criteria for risk evaluation and risk management included in this notice via the National Interagency Fire Center web page at http:// www.nifc.gov. As a result of these suggestions, the Federal agencies will work with Tribes, States, local governments, and other interested parties to refine and narrow the initial list of communities provided in this notice, focusing on those that are at highest risk.",66 FR 751, 01-52,https://www.federalregister.gov/documents/2001/01/04/01-52/urban-wildland-interface-communities-within-the-vicinity-of-federal-lands-that-are-at-high-risk-from,https://www.govinfo.gov/content/pkg/FR-2001-01-04/pdf/01-52.pdf,01/04/2001
Streamlining the Rural Utilities Service Water and Waste Program Regulations,Rule,Agriculture Department; Rural Utilities Service; Rural Housing Service; Rural Utilities Service; Farm Service Agency; Rural Utilities Service,"The Rural Utilities Service (RUS) hereby amends the regulations utilized to administer the water and waste loan and grant programs. The final rule will combine the water and waste loan and grant regulations into one regulation. Unnecessary and burdensome requirements for entities seeking water and waste loan and grant financial assistance under the program are eliminated. The streamlining of the water and waste loan and grant regulation will allow RUS to provide better service to rural entities needing assistance in correcting and alleviating health and sanitary problems in their communities, and in general improve the quality of life in rural areas. This rule incorporates changes in the water and waste loan and grant program, the emergency community water assistance grant program, and the resource conversation and watershed loan programs mandated by the 1996 Farm Bill. This rule also amends the regulations originally published by the former Farmers Home Administration (FmHA) and the former Rural Development Administration (RDA). These amendments implement legislation directing the Secretary of Agriculture to establish the Rural Utilities Service (RUS) with responsibility for the water and waste programs formerly administered by FmHA and RDA. The amendments published in this document consist solely of nomenclature changes required by law and of amendments necessary to conform to these nomenclature changes. The substance of the regulations is not affected by these amendments. This rule could impact the amount of water and waste loan and grant funds an applicant could receive. Therefore, RUS will honor all written commitments of water and waste loan and grant amounts issued prior to the effective date of this rule.",62 FR 33462, 97-13445,https://www.federalregister.gov/documents/1997/06/19/97-13445/streamlining-the-rural-utilities-service-water-and-waste-program-regulations,https://www.govinfo.gov/content/pkg/FR-1997-06-19/pdf/97-13445.pdf,06/19/1997
Disaster Set-Aside ProgramSecond Installment Set-Aside,Rule,Agriculture Department; Farm Service Agency,"The Farm Service Agency (FSA) is amending the disaster set- aside program requirement to allow farm borrowers to set aside portions of payments that could not be made as scheduled due to a natural disaster as declared by the President or Secretary of Agriculture during 1998, or because of low commodity prices during 1998. Applications for set-aside due to 1998 low commodity prices must be received on or before August 31, 1999. Borrowers who have loans with set-aside payments as of the publication date of this regulation may set aside a second payment on the same loans if determined eligible based on criteria established by this rule. To receive consideration for a second set-aside due to a natural disaster, the borrower's request must be received within 8 months from the date of the disaster designation, in accordance with 7 CFR part 1945, subpart A. The impact of these provisions will allow the agency to serve farmers who have experienced losses due to a natural disaster or low commodity prices during 1998 in an efficient and timely manner while helping them stay in business.",64 FR 392, 99-115,https://www.federalregister.gov/documents/1999/01/05/99-115/disaster-set-aside-programsecond-installment-set-aside,https://www.govinfo.gov/content/pkg/FR-1999-01-05/pdf/99-115.pdf,01/05/1999
1998 Single-Year and Multi-Year Crop Loss Disaster Assistance Program,Rule,Agriculture Department; Commodity Credit Corporation,"This final rule sets forth the terms and conditions of the 1998 Single-Year and Multi-Year Crop Loss Disaster Assistance Program (CLDAP). The purpose of the program is to provide payments to eligible producers who suffered losses due to an eligible disaster in crop year 1998, or in at least 3 of the crop years from 1994 through 1998.",64 FR 18553, 99-9350,https://www.federalregister.gov/documents/1999/04/15/99-9350/1998-single-year-and-multi-year-crop-loss-disaster-assistance-program,https://www.govinfo.gov/content/pkg/FR-1999-04-15/pdf/99-9350.pdf,04/15/1999
National Forest System Land and Resource Management Planning,Rule,Agriculture Department; Forest Service,"This final rule describes the framework for National Forest System land and natural resource planning; reaffirms sustainability as the overall goal for National Forest System planning and management; establishes requirements for the implementation, monitoring, evaluation, amendment, and revision of land and resource management plans; and guides the selection and implementation of site-specific actions. The intended effects are to simplify, clarify, and otherwise improve the planning process; to reduce burdensome and costly procedural requirements; to strengthen and clarify the role of science in planning, and to strengthen collaborative relationships with the public and other government entities.",65 FR 67514, 00-28580,https://www.federalregister.gov/documents/2000/11/09/00-28580/national-forest-system-land-and-resource-management-planning,https://www.govinfo.gov/content/pkg/FR-2000-11-09/pdf/00-28580.pdf,11/09/2000
Emergency Watershed Protection (EWP) Program,Notice,Agriculture Department; Natural Resources Conservation Service,"The U.S. Department of Agriculture (USDA), Natural Resources Conservation Service (NRCS) announces its intention to prepare a programmatic environmental impact statement (PEIS), pursuant to the National Environmental Policy Act (NEPA) of 1969 (42 U.S.C. 4321 et seq.) for the Emergency Watershed Protection (EWP) Program. The draft PEIS will assess the potential environmental impacts of alternatives for administration of the EWP program. This program which provides funding and assistance to localities requesting EWP assistance to address watershed impairments, caused by a natural disaster, which pose an immediate threat to life and property. A PEIS for the current EWP program was prepared in 1975. NRCS is now conducting a comprehensive review of the program which may result in substantive changes to improve the environmental, economic and technical soundness of activities conducted under the program. This draft PEIS will support management decisions on how best to revise the EWP program to continue to effectively and efficiently meet EWP statutory requirements. NRCS and its cooperating agencies will analyze a range of reasonable alternatives to ensure compliance with all applicable laws and regulations while minimizing, to the greatest extent practicable, any potential adverse environmental or socioeconomic impacts. The draft PEIS also provides the public a substantive opportunity to voice their concerns and ideas for improving the program. This notice informs the public of the proposal, and announces the dates, times, and places for public scoping meetings. It also, solicits public comment, and describes in general the preliminary draft PEIS proposed action and alternatives.",63 FR 48691, 98-24409,https://www.federalregister.gov/documents/1998/09/11/98-24409/emergency-watershed-protection-ewp-program,https://www.govinfo.gov/content/pkg/FR-1998-09-11/pdf/98-24409.pdf,09/11/1998
"1998 Marketing Quotas and Price Support Levels for Fire-Cured (Type 21), Fire-Cured (Types 22-23), Maryland (Type 32), Dark Air-Cured (Types 35-36), Virginia Sun-Cured (Type 37), Cigar-Filler (Type 41), Cigar-Filler and Binder (Types 42-44 and 53-55), and Cigar Binder (Types 51-52) Tobaccos",Rule,Agriculture Department; Farm Service Agency; Commodity Credit Corporation,"The purpose of this notice is to codify the national marketing quotas and price support levels for the 1998 crops for several kinds of tobacco announced by press release on February 27, 1998. In accordance with the Agricultural Adjustment Act of 1938, as amended (the 1938 Act), the Secretary determined the 1998 marketing quotas to be as follows: fire-cured (type 21), 2.725 million pounds; fire-cured (types 22-23), 44.6 million pounds; Maryland (type 32), 5.45 million pounds; dark air-cured (types 35-36), 11.15 million pounds; Virginia sun-cured (type 37), 165,000 pounds; cigar-filler (type 41), 0.665 million pounds; cigar-filler and binder (types 42-44 and 53-55), 6.63 million pounds; and cigar binder (types 51-52), 1.31 million pounds. Quotas are necessary to adjust the production levels of certain tobaccos to more fully reflect supply and demand conditions, as provided by statute. In accordance with the Agricultural Act of 1949 as amended (the 1949 Act), the Secretary determined the 1998 levels of price support to be as follows (in cents per pound): fire-cured (type 21), 153.6; fire- cured (types 22-23), 168.1; dark air-cured (types 35-36), 145.0; Virginia sun-cured (type 37), 136.0; and cigar-filler and binder (types 42-44 and 53-55), 121.2. Price support for Maryland (type 32), cigar- filler (type 41), and cigar binder (types 51-52) were not announced because producers of each of these kinds of tobacco had disapproved marketing quotas for many years and were not expected to approve quotas in separate referenda held on March 23-26, 1998. This notice also fixes a technical error in a section heading.",64 FR 15290, 99-7799,https://www.federalregister.gov/documents/1999/03/31/99-7799/1998-marketing-quotas-and-price-support-levels-for-fire-cured-type-21-fire-cured-types-22-23,https://www.govinfo.gov/content/pkg/FR-1999-03-31/pdf/99-7799.pdf,03/31/1999
"2000 Marketing Quotas and Price Support Levels for Fire-Cured (Type 21), Fire-Cured (Types 22-23), Dark Air-Cured (Types 35-36), Virginia Sun-Cured (Type 37), and Cigar-Filler and Binder (Types 42-44 and 53-55) Tobacco",Rule,Agriculture Department; Farm Service Agency; Commodity Credit Corporation,"The purpose of this rule is to codify the national marketing quotas and price support levels for the 2000 crops for several kinds of tobacco announced by press release on March 1, 2000. Quotas are necessary to adjust the production levels of certain tobaccos to more fully reflect supply and demand conditions, as provided in the 1938 Act.",65 FR 64589, 00-27716,https://www.federalregister.gov/documents/2000/10/30/00-27716/2000-marketing-quotas-and-price-support-levels-for-fire-cured-type-21-fire-cured-types-22-23-dark,https://www.govinfo.gov/content/pkg/FR-2000-10-30/pdf/00-27716.pdf,10/30/2000
American Indian Livestock Feed Program,Rule,Agriculture Department; Commodity Credit Corporation,"This regulation sets forth the terms and conditions of the American Indian Livestock Feed Program (AILFP). Assistance will be available to Federally recognized Indian tribes when, as a result of natural disaster, a significant loss of livestock feed has occurred and a livestock feed emergency exists, as determined by the Commodity Credit Corporation.",63 FR 65524, 98-31655,https://www.federalregister.gov/documents/1998/11/27/98-31655/american-indian-livestock-feed-program,https://www.govinfo.gov/content/pkg/FR-1998-11-27/pdf/98-31655.pdf,11/27/1998
Water Bank Program,Rule,Agriculture Department; Natural Resources Conservation Service,"The Department of Agriculture Reorganization Act of 1994 authorized the establishment of the Natural Resources Conservation Service (NRCS) and transferred responsibility for the Water Bank Program (WBP) from the Agricultural Stabilization (ASCS) and Conservation Service to the NRCS, formerly the Soil Conservation Service (SCS). This final rule provides the process by which the WBP will be administered within the NRCS.",62 FR 48471, 97-24486,https://www.federalregister.gov/documents/1997/09/16/97-24486/water-bank-program,https://www.govinfo.gov/content/pkg/FR-1997-09-16/pdf/97-24486.pdf,09/16/1997
Business and Industrial Loan Program,Rule,Agriculture Department; Rural Housing Service; Rural Utilities Service; Farm Service Agency,"The Rural Business-Cooperative Service (RBS) is the successor to the Rural Business and Cooperative Development Service, which was the successor to the Rural Development Administration (RDA), which was the successor to the Farmers Home Administration (FmHA). RBS is issuing new Business and Industry (B&I) Guaranteed Loan Program regulations to replace the FmHA regulations for the program. This action is needed to streamline and update the program. The intended effect is to shorten, simplify, and clarify the regulation; shift some responsibility for loan documentation and analysis from the Agency to the lenders; make the program more responsive to the needs of lenders and businesses; and provide for smoother and faster processing of applications.",61 FR 67624, 96-32170,https://www.federalregister.gov/documents/1996/12/23/96-32170/business-and-industrial-loan-program,https://www.govinfo.gov/content/pkg/FR-1996-12-23/pdf/96-32170.pdf,12/23/1996
Disaster Set-Aside ProgramSecond Installment Set-Aside,Rule,Agriculture Department; Rural Housing Service; Rural Utilities Service; Farm Service Agency,"The Farm Service Agency (FSA) is amending the disaster set- aside program requirements to allow a second installment to be set- aside for borrowers affected by a natural disaster in a county declared a major disaster or emergency by the President between January 1, 1997 and August 1, 1997. The impact of these provisions will allow the agency to service disaster victims in an efficient and timely manner while keeping them in business.",62 FR 41251, 97-20280,https://www.federalregister.gov/documents/1997/08/01/97-20280/disaster-set-aside-programsecond-installment-set-aside,https://www.govinfo.gov/content/pkg/FR-1997-08-01/pdf/97-20280.pdf,08/01/1997
Highly Erodible Land and Wetland Conservation,Rule,Agriculture Department; Office of the Secretary,"The United States Department of Agriculture (USDA) is issuing an interim final rule for the Highly Erodible Land and Wetland Conservation provisions of the Food Security Act of 1985, as amended. This interim final rule incorporates specific changes required by the Federal Agriculture Improvement and Reform Act of 1996 and makes other changes to improve the administration of these provisions. USDA is seeking comments from the public which will be considered prior to issuing a final rule.",61 FR 47019, 96-22784,https://www.federalregister.gov/documents/1996/09/06/96-22784/highly-erodible-land-and-wetland-conservation,https://www.govinfo.gov/content/pkg/FR-1996-09-06/pdf/96-22784.pdf,09/06/1996
Organization and Functions,Rule,Agriculture Department; Natural Resources Conservation Service,The Natural Resources Conservation Service revises the information on the organization and functions to reflect changes as a result of the USDA reorganization.,62 FR 16659, 97-8943,https://www.federalregister.gov/documents/1997/04/08/97-8943/organization-and-functions,https://www.govinfo.gov/content/pkg/FR-1997-04-08/pdf/97-8943.pdf,04/08/1997
"1997 Marketing Quotas and Price Support Levels for Fire-Cured (type 21), Fire-Cured (types 22-23), Dark Air-Cured (types 35-36), Virginia Sun-Cured (type 37), and Cigar-Filler and Binder (types 42-44 and 53-55) Tobaccos",Rule,Agriculture Department; Farm Service Agency; Commodity Credit Corporation,"The purpose of this final rule is to codify the national marketing quotas and price support levels for the 1997 crops for several kinds of tobacco announced by press release on February 27, 1997. In accordance with the Agricultural Adjustment Act of 1938, as amended (the 1938 Act), the Secretary determined the 1997 marketing quotas to be as follows: fire-cured (type 21), 2.395 million pounds; fire-cured (types 22-23), 43.4 million pounds; dark air-cured (types 35-36), 9.88 million pounds; Virginia sun-cured (type 37), 156,400 pounds; and cigar-filler and binder (types 42-44 and 53-55), 8.4 million pounds. Quotas are necessary to adjust the production levels of certain tobaccos to more fully reflect supply and demand conditions, as provided by statute. In addition, in accordance with the Agricultural Act of 1949 as amended (the 1949 Act), the Secretary determined the 1997 levels of price support to be as follows (in cents per pound): fire-cured (type 21), 149.8; fire-cured (types 22-23), 162.3; dark air-cured (types 35- 36), 139.8; Virginia sun-cured (type 37), 132.6; and cigar-filler and binder (types 42-44 and 53-55), 116.9. Price supports are generally necessary to maintain grower income.",62 FR 43917, 97-21796,https://www.federalregister.gov/documents/1997/08/18/97-21796/1997-marketing-quotas-and-price-support-levels-for-fire-cured-type-21-fire-cured-types-22-23-dark,https://www.govinfo.gov/content/pkg/FR-1997-08-18/pdf/97-21796.pdf,08/18/1997
Catastrophic Risk Protection Endorsement,Rule,Agriculture Department,"The Federal Crop Insurance Corporation (FCIC) finalizes part 402 chapter IV of title 7 of the Code of Federal Regulations (CFR). The intended effect of this rule is to provide for a catastrophic risk protection plan of insurance. This coverage is the lowest level required to be purchased by a producer to be eligible for certain other agricultural farm program benefits. The producer may execute a waiver of any eligibility for emergency crop loss assistance in connection with the crop rather than obtain insurance coverage to be eligible for certain other agricultural farm program benefits. This action is needed to comply with statutory mandates of the Federal Crop Insurance Act (Act), as amended by the Federal Crop Insurance Reform Act of 1994 (Reform Act) and the Federal Agriculture Improvement and Reform Act of 1996 (1996 Act).",61 FR 42979, 96-21117,https://www.federalregister.gov/documents/1996/08/20/96-21117/catastrophic-risk-protection-endorsement,https://www.govinfo.gov/content/pkg/FR-1996-08-20/pdf/96-21117.pdf,08/20/1996
Nursery Crop Insurance Regulations; and Common Crop Insurance Regulations; Nursery Crop Insurance Provisions,Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes specific crop provisions for the insurance of nursery. The intended effect of this action is to provide policy changes to better meet the needs of nursery operators by adding new Nursery Crop Insurance Provisions to be effective for the 1999 and subsequent crop years, restricting the effectiveness of the current Nursery Crop Provisions and the Nursery Frost, Freeze, and Cold Damage Exclusion Option to the 1999 crop year only and adding a new Peak Inventory Endorsement.",63 FR 50965, 98-25466,https://www.federalregister.gov/documents/1998/09/24/98-25466/nursery-crop-insurance-regulations-and-common-crop-insurance-regulations-nursery-crop-insurance,https://www.govinfo.gov/content/pkg/FR-1998-09-24/pdf/98-25466.pdf,09/24/1998
"Revised Land and Resource Management Plans, Boise National Forest and Payette National Forest, Idaho. Significant Amendment Land and Resource Management Plan, Sawtooth National Forest, Idaho",Notice,Agriculture Department; Forest Service,"The Forest Service will prepare an Environmental Impact Statement in conjunction with revision and significant amendment of its Land and Resource Management Plans (hereafter referred to as Forest Plans) for the Boise, Payette and Sawtooth National Forests (hereafter referred to as the Southwest Idaho Ecogroup). This notice describes the specific portions of the current Forest Plans to be revised and amended, environmental issues considered, estimated dates for filing the Environmental Impact Statement, information concerning public participation, and the names and addresses of the agency officials who can provide additional information. The purpose of the notice is to begin the scoping phase of public involvement in the revision and amendment process.",63 FR 20369, 98-10782,https://www.federalregister.gov/documents/1998/04/24/98-10782/revised-land-and-resource-management-plans-boise-national-forest-and-payette-national-forest-idaho,https://www.govinfo.gov/content/pkg/FR-1998-04-24/pdf/98-10782.pdf,04/24/1998
Disaster Reserve Assistance Program,Notice,Agriculture Department; Commodity Credit Corporation,The Commodity Credit Corporation (CCC) is announcing the availability of assistance under the Disaster Reserve Assistance Program to relieve the distress of livestock producers whose production of livestock feed has been adversely affected by natural disasters.,61 FR 55783, 96-27666,https://www.federalregister.gov/documents/1996/10/29/96-27666/disaster-reserve-assistance-program,https://www.govinfo.gov/content/pkg/FR-1996-10-29/pdf/96-27666.pdf,10/29/1996
Revision of Delegations of Authority,Rule,Agriculture Department; Office of the Secretary,This document revises the delegations of authority from the Secretary of Agriculture and general officers of the Department due to a reorganization.,60 FR 56392, 95-27388,https://www.federalregister.gov/documents/1995/11/08/95-27388/revision-of-delegations-of-authority,https://www.govinfo.gov/content/pkg/FR-1995-11-08/pdf/95-27388.pdf,11/08/1995
Wildlife Habitat Incentives Program,Rule,Agriculture Department; Natural Resources Conservation Service,"The Natural Resources Conservation Service is issuing a final rule for the Wildlife Habitat Incentives Program (WHIP). A proposed rule for WHIP was published in the Federal Register on December 13, 1996 (61 FR 65485) and comments were solicited from the public. This final rule establishes the process by which NRCS will administer WHIP, responds to comments received from the public during the 45-day comment period, and incorporates clarifications to improve implementation of the program.",62 FR 49358, 97-24768,https://www.federalregister.gov/documents/1997/09/19/97-24768/wildlife-habitat-incentives-program,https://www.govinfo.gov/content/pkg/FR-1997-09-19/pdf/97-24768.pdf,09/19/1997
Tree Assistance Program,Rule,Agriculture Department; Farm Service Agency; Commodity Credit Corporation,"This interim rule sets forth the regulations necessary for implementing the 1997 Tree Assistance Program (TAP). The Act Making Emergency Supplemental Appropriations for Recovery from Natural Disasters for the Fiscal Year ending September 30, 1997, (The Act) authorized TAP assistance to small orchardists to replace or rehabilitate trees and vineyards damaged by natural disasters. Due to limited funds appropriated for this program, the losses for which reimbursement is sought are limited to natural disasters that occurred between October 1, 1996, and September 30, 1997. Cost-share assistance may not exceed 100 percent of the eligible replacement or rehabilitation costs and may be based on average costs or the actual costs for the replanting practices, as determined by the Deputy Administrator for Farm Programs.",62 FR 50849, 97-25739,https://www.federalregister.gov/documents/1997/09/29/97-25739/tree-assistance-program,https://www.govinfo.gov/content/pkg/FR-1997-09-29/pdf/97-25739.pdf,09/29/1997
"Common Crop Insurance Regulations, Texas Citrus Tree Crop Insurance Provisions; and Texas Citrus Tree Endorsement",Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes specific crop provisions for the insurance of Texas citrus trees. The provisions will be used in conjunction with the Common Crop Insurance Policy Basic Provisions, which contain standard terms and conditions common to most crops. The intended effect of this action is to provide policy changes to better meet the needs of the insured, include the current Texas citrus tree endorsement with the Common Crop Insurance Policy for ease of use and consistency of terms, and to restrict the effect of the current Texas citrus tree endorsement to the 1997 and prior crop years.",62 FR 4115, 97-2040,https://www.federalregister.gov/documents/1997/01/29/97-2040/common-crop-insurance-regulations-texas-citrus-tree-crop-insurance-provisions-and-texas-citrus-tree,https://www.govinfo.gov/content/pkg/FR-1997-01-29/pdf/97-2040.pdf,01/29/1997
"General Crop Insurance Regulations, Rice Endorsement; and Common Crop Insurance Regulations, Rice Crop Insurance Provisions",Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes specific crop provisions for the insurance of rice. The provisions will be used in conjunction with the Common Crop Insurance Policy Basic Provisions, which contain standard terms and conditions common to most crops. The intended effect of this action is to provide policy changes to better meet the needs of the insured, include the current Rice Endorsement with the Common Crop Insurance Policy for ease of use and consistency of terms, and to restrict the effect of the current Rice Endorsement to the 1997 and prior crop years.",62 FR 28308, 97-13656,https://www.federalregister.gov/documents/1997/05/23/97-13656/general-crop-insurance-regulations-rice-endorsement-and-common-crop-insurance-regulations-rice-crop,https://www.govinfo.gov/content/pkg/FR-1997-05-23/pdf/97-13656.pdf,05/23/1997
Common Crop Insurance Regulations; Texas Citrus Fruit Crop Insurance Provisions,Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes specific crop provisions for the insurance of Texas citrus fruit. The provisions will be used in conjunction with the Common Crop Insurance Policy Basic Provisions, which contain standard terms and conditions common to most crops. The intended effect of this action is to provide policy changes to better meet the needs of the insured and combine the current Texas Citrus Endorsement with the Common Crop Insurance Policy for ease of use and consistency of terms.",61 FR 41297, 96-20195,https://www.federalregister.gov/documents/1996/08/08/96-20195/common-crop-insurance-regulations-texas-citrus-fruit-crop-insurance-provisions,https://www.govinfo.gov/content/pkg/FR-1996-08-08/pdf/96-20195.pdf,08/08/1996
Disaster Payment Program for 1990 Through 1994,Rule,Agriculture Department; Commodity Credit Corporation,"This final rule amends the regulations for the 1990, 1991, 1992, and 1993, Disaster Payment Programs and adds the 1994 Disaster Payment Program and the 1994 Tree Assistance Program (TAP) to implement statutory requirements. Also, this amendment makes technical corrections because of the consolidation of the Agricultural Stabilization and Conservation Service, with personnel of the Federal Crop Insurance Corporation, and the farm loan programs of the Farmers Home Administration into the Consolidated Farm Service Agency (CFSA).",60 FR 52609, 95-24915,https://www.federalregister.gov/documents/1995/10/10/95-24915/disaster-payment-program-for-1990-through-1994,https://www.govinfo.gov/content/pkg/FR-1995-10-10/pdf/95-24915.pdf,10/10/1995
