title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
"Protection of Stratospheric Ozone: Adjustments to the Allowance System for Controlling HCFC Production, Import, and Export",Rule,Environmental Protection Agency,"EPA is adjusting the allowance system controlling U.S. consumption and production of hydrochlorofluorocarbons (HCFCs) as a result of a 2010 Court decision vacating a portion of the 2009 final rule titled ""Protection of Stratospheric Ozone: Adjustments to the Allowance System for Controlling HCFC Production, Import, and Export."" EPA interprets the Court's vacatur as applying to the part of the rule that establishes the company-by-company baselines and calendar year allowances for HCFC-22 and HCFC-142b. On August 5, 2011, EPA published an interim final rule allocating allowances for 2011. Today's action relieves the regulatory ban on production and consumption of these two chemicals following the Court's vacatur by establishing company-by- company HCFC-22 and HCFC-142b baselines and allocating production and consumption allowances for 2012-2014.",78 FR 20004, 2013-07758,https://www.federalregister.gov/documents/2013/04/03/2013-07758/protection-of-stratospheric-ozone-adjustments-to-the-allowance-system-for-controlling-hcfc,https://www.govinfo.gov/content/pkg/FR-2013-04-03/pdf/2013-07758.pdf,04/03/2013
Protection of Stratospheric Ozone: Update to the Refrigerant Management Requirements Under the Clean Air Act,Rule,Environmental Protection Agency,"The Clean Air Act prohibits the knowing release of ozone- depleting and substitute refrigerants during the course of maintaining, servicing, repairing, or disposing of appliances or industrial process refrigeration. The existing regulations require that persons maintaining, servicing, repairing, or disposing of air-conditioning and refrigeration equipment containing more than 50 pounds of refrigerant observe certain service practices that reduce emissions of ozone- depleting refrigerant. This rule updates those existing requirements as well as extends them, as appropriate, to non-ozone depleting substitute refrigerants, such as hydrofluorocarbons. Updates include strengthened leak repair requirements, recordkeeping requirements for the disposal of appliances containing more than five and less than 50 pounds of refrigerant, revisions to the technician certification program, and revisions for improved readability and compliance. As a result, this action reduces emissions of ozone-depleting substances and gases with high global warming potentials.",81 FR 82272, 2016-24215,https://www.federalregister.gov/documents/2016/11/18/2016-24215/protection-of-stratospheric-ozone-update-to-the-refrigerant-management-requirements-under-the-clean,https://www.govinfo.gov/content/pkg/FR-2016-11-18/pdf/2016-24215.pdf,11/18/2016
National Pollutant Discharge Elimination System (NPDES) Electronic Reporting Rule,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is publishing this final regulation that requires the electronic reporting and sharing of Clean Water Act National Pollutant Discharge Elimination System (NPDES) program information instead of the current paper-based reporting of this information. This action will save time and resources for permittees, states, tribes, territories, and the U.S. Government while increasing data accuracy, improving compliance, and supporting EPA's goal of providing better protection of the nation's waters. By modernizing this Clean Water Act reporting program, permittees and regulators will use existing, available information technology to electronically report information and data related to the NPDES permit program. This regulation will help provide greater clarity on who is and who is not in compliance and enhances transparency by providing a timelier, complete, more accurate, and nationally-consistent set of data about the NPDES program. By providing improved data in a more accessible form, this final rulemaking will improve the ability of EPA and authorized NPDES programs to target the most serious water quality and compliance problems. Furthermore, by reducing the time and resources devoted to outdated data management activities, the rule could allow authorized NPDES programs to shift limited resources to important water quality and public health protection activities. The transition from paper to electronic reporting will require close coordination and cooperation between EPA and authorized NPDES programs. This regulation provides important flexibility while still implementing electronic reporting in a timely and effective fashion.",80 FR 64064, 2015-24954,https://www.federalregister.gov/documents/2015/10/22/2015-24954/national-pollutant-discharge-elimination-system-npdes-electronic-reporting-rule,https://www.govinfo.gov/content/pkg/FR-2015-10-22/pdf/2015-24954.pdf,10/22/2015
National Emission Standards for Hazardous Air Pollutants: Paper and Other Web Coating Residual Risk and Technology Review,Rule,Environmental Protection Agency,"This action finalizes the residual risk and technology review (RTR) conducted for the Paper and Other Web Coating (POWC) source category regulated under national emission standards for hazardous air pollutants (NESHAP). The Agency is finalizing the proposed determination that risks due to emissions of air toxics are acceptable from this source category and that the current NESHAP provides an ample margin of safety to protect public health. Further, the U.S. Environmental Protection Agency (EPA) identified no new cost-effective controls under the technology review that would achieve significant further emissions reductions, and, thus, is finalizing the proposed determination that no revisions to the standards are necessary based on developments in practices, processes, or control technologies. In addition, the Agency is taking final action addressing startup, shutdown, and malfunction (SSM). These final amendments address emissions during SSM events, add a compliance demonstration equation that accounts for retained volatiles in the coated web; add repeat testing and electronic reporting requirements; and make technical and editorial changes. The EPA is making these amendments to improve the effectiveness of the NESHAP, and although these amendments are not expected to reduce emissions of hazardous air pollutants (HAP), they will improve monitoring, compliance, and implementation of the rule.",85 FR 41276, 2020-05854,https://www.federalregister.gov/documents/2020/07/09/2020-05854/national-emission-standards-for-hazardous-air-pollutants-paper-and-other-web-coating-residual-risk,https://www.govinfo.gov/content/pkg/FR-2020-07-09/pdf/2020-05854.pdf,07/09/2020
Significant New Use Rules on Certain Chemical Substances,Rule,Environmental Protection Agency,"EPA is promulgating significant new use rules (SNURs) under the Toxic Substances Control Act (TSCA) for 37 chemical substances which were the subject of premanufacture notices (PMNs). The applicable review periods for the PMNs submitted for these 37 chemical substances all ended prior to June 22, 2016 (i.e., the date on which President Obama signed into law the Frank R. Lautenberg Chemical Safety for the 21st Century Act which amends TSCA). Six of these chemical substances are subject to TSCA section 5(e) consent orders issued by EPA. This action requires persons who intend to manufacture (defined by statute to include import) or process any of these 37 chemical substances for an activity that is designated as a significant new use by this rule to notify EPA at least 90 days before commencing that activity. The required notification initiates EPA's evaluation of the intended use within the applicable review period. Manufacture and processing for the significant new use is unable to commence until EPA has conducted a review of the notice, made an appropriate determination on the notice, and take such actions as are required with that determination.",82 FR 44079, 2017-20158,https://www.federalregister.gov/documents/2017/09/21/2017-20158/significant-new-use-rules-on-certain-chemical-substances,https://www.govinfo.gov/content/pkg/FR-2017-09-21/pdf/2017-20158.pdf,09/21/2017
"NESHAP: Surface Coating of Automobiles and Light-Duty Trucks; Miscellaneous Metal Parts and Products; Plastic Parts and Products; Large Appliances; Printing, Coating, and Dyeing of Fabrics and Other Textiles; and Metal Furniture Residual Risk and Technology Reviews",Rule,Environmental Protection Agency,"The U.S. Environmental Protection Agency (EPA) is taking final action on the residual risk and technology reviews (RTRs) conducted for the Surface Coating of Automobiles and Light-Duty Trucks (ALDT); Surface Coating of Miscellaneous Metal Parts and Products (MMPP); and the Surface Coating of Plastic Parts and Products (PPP) source categories regulated under national emission standards for hazardous air pollutants (NESHAP). These final amendments also address emissions during periods of startup, shutdown, and malfunction (SSM); electronic reporting of performance test results and compliance reports; the addition of EPA Method 18 and updates to several measurement methods; and the addition of requirements for periodic performance testing. Several miscellaneous technical amendments were also made to improve the clarity of the rule requirements. We are making no revisions to the numerical emission limits based on these risk analyses or technology reviews. This notice also finalizes technical corrections to the NESHAP for Surface Coating of Large Appliances; NESHAP for Printing, Coating, and Dyeing of Fabrics and Other Textiles; and NESHAP for Surface Coating of Metal Furniture.",85 FR 41100, 2020-05908,https://www.federalregister.gov/documents/2020/07/08/2020-05908/neshap-surface-coating-of-automobiles-and-light-duty-trucks-miscellaneous-metal-parts-and-products,https://www.govinfo.gov/content/pkg/FR-2020-07-08/pdf/2020-05908.pdf,07/08/2020
"National Emission Standards for Hazardous Air Pollutants: Surface Coating of Large Appliances; Printing, Coating, and Dyeing of Fabrics and Other Textiles; and Surface Coating of Metal Furniture Residual Risk and Technology Reviews",Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is taking final action on the residual risk and technology reviews (RTRs) conducted for the Surface Coating of Large Appliances; the Printing, Coating, and Dyeing of Fabrics and Other Textiles; and the Surface Coating of Metal Furniture source categories regulated under national emission standards for hazardous air pollutants (NESHAP). In addition, we are taking final action addressing emissions during periods of startup, shutdown, and malfunction (SSM); electronic reporting for performance test results and compliance reports; the addition of EPA Method 18 and updates to several measurement methods; and the addition of requirements for periodic performance testing. Additionally, several miscellaneous technical amendments will be made to improve the clarity of the rule requirements. We are making no revisions to the numerical emission limits based on these risk analyses or technology reviews.",84 FR 9590, 2019-03560,https://www.federalregister.gov/documents/2019/03/15/2019-03560/national-emission-standards-for-hazardous-air-pollutants-surface-coating-of-large-appliances,https://www.govinfo.gov/content/pkg/FR-2019-03-15/pdf/2019-03560.pdf,03/15/2019
Regulation of Fuels and Fuel Additives: 2013 Renewable Fuel Standards,Rule,Environmental Protection Agency,"Under section 211(o) of the Clean Air Act, the Environmental Protection Agency is required to set the renewable fuel percentage standards each November for the following year. Today's action sets the annual percentage standards for cellulosic biofuel, biomass-based diesel, advanced biofuel, and renewable fuels that apply to all motor vehicle gasoline and diesel produced or imported in the year 2013. In general the standards are designed to ensure that the applicable national volumes of renewable fuel specified in the statute are used. For cellulosic biofuel, the statute specifies that EPA is to project the volume of production and must base the cellulosic biofuel standard on that projected volume if it is less than the applicable volume set forth in the Act. Today EPA is finalizing a cellulosic biofuel volume for 2013 that is below the applicable volume specified in the Act. EPA is also leaving the applicable volumes of advanced biofuel and total renewable fuel at the statutory levels for 2013 based on its assessment of the availability of renewable fuel for compliance purposes.",78 FR 49794, 2013-19557,https://www.federalregister.gov/documents/2013/08/15/2013-19557/regulation-of-fuels-and-fuel-additives-2013-renewable-fuel-standards,https://www.govinfo.gov/content/pkg/FR-2013-08-15/pdf/2013-19557.pdf,08/15/2013
Vessel Incidental Discharge National Standards of Performance,Rule,Environmental Protection Agency,"The U.S. Environmental Protection Agency (EPA) is promulgating a regulation under the Vessel Incidental Discharge Act that establishes Federal standards of performance for marine pollution control devices for discharges incidental to the normal operation of primarily non- Armed Forces and non-recreational vessels 79 feet in length and above into the waters of the United States or the waters of the contiguous zone. The Federal standards of performance were developed in coordination with the U.S. Coast Guard (USCG) and in consultation with interested Governors. The final standards, once made final, effective, and enforceable through corresponding USCG regulations addressing implementation, compliance, and enforcement, will control the discharge of pollutants from vessels described above and repeal certain existing Federal, State, and local vessel discharge requirements, thus streamlining regulation of such vessel incidental discharges. EPA is also promulgating procedures states must follow if they choose to petition EPA to require the use of an emergency best management practice to address aquatic nuisance species (ANS) or water quality concerns (""emergency order""), to review any standard of performance, regulation, or policy, to request additional requirements with respect to discharges in the Great Lakes, or to apply to EPA to prohibit one or more types of vessel discharges regulated by this rule into specified waters to provide greater environmental protection.",89 FR 82074, 2024-22013,https://www.federalregister.gov/documents/2024/10/09/2024-22013/vessel-incidental-discharge-national-standards-of-performance,https://www.govinfo.gov/content/pkg/FR-2024-10-09/pdf/2024-22013.pdf,10/09/2024
Hazardous and Solid Waste Management System: Disposal of Coal Combustion Residuals From Electric Utilities; Legacy CCR Surface Impoundments,Rule,Environmental Protection Agency,"On April 17, 2015, the Environmental Protection Agency (EPA or the Agency) promulgated national minimum criteria for existing and new coal combustion residuals (CCR) landfills and existing and new CCR surface impoundments. On August 21, 2018, the United States Court of Appeals for the District of Columbia Circuit vacated the exemption for inactive surface impoundments at inactive facilities (legacy CCR surface impoundments) and remanded the issue back to EPA to take further action consistent with its opinion in Utility Solid Waste Activities Group, et al. v. EPA. This action responds to that order and establishes regulatory requirements for legacy CCR surface impoundments. EPA is also establishing requirements for CCR management units at active CCR facilities and at inactive CCR facilities with a legacy CCR surface impoundment. Finally, EPA is making several technical corrections to the existing regulations, such as correcting certain citations and harmonizing definitions.",89 FR 38950, 2024-09157,https://www.federalregister.gov/documents/2024/05/08/2024-09157/hazardous-and-solid-waste-management-system-disposal-of-coal-combustion-residuals-from-electric,https://www.govinfo.gov/content/pkg/FR-2024-05-08/pdf/2024-09157.pdf,05/08/2024
Steam Electric Reconsideration Rule,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA or the Agency) is finalizing a regulation to revise the technology-based effluent limitations guidelines and standards (ELGs) for the steam electric power generating point source category applicable to flue gas desulfurization (FGD) wastewater and bottom ash (BA) transport water. This final regulation is estimated to save approximately $140 million annually in after tax compliance costs as a result of less costly FGD wastewater technologies that could be used with the modification of the Steam Electric Power Generating Effluent Guidelines 2015 rule (the 2015 rule) limitations; less costly BA transport water technologies made possible by the revision of the 2015 rule's zero discharge limitations; a two-year extension of compliance time frames for meeting FGD wastewater and BA transport water limitations, and additional subcategories for both FGD wastewater and BA transport water. Participation in the voluntary incentive program would contribute to the reduction in pollutant discharges by these steam electric power plants in FGD wastewater by approximately 26.7 million pounds per year.",85 FR 64650, 2020-19542,https://www.federalregister.gov/documents/2020/10/13/2020-19542/steam-electric-reconsideration-rule,https://www.govinfo.gov/content/pkg/FR-2020-10-13/pdf/2020-19542.pdf,10/13/2020
National Emission Standards for Hazardous Air Pollutants: Organic Liquids Distribution (Non-Gasoline) Residual Risk and Technology Review,Rule,Environmental Protection Agency,"This action finalizes the residual risk and technology review (RTR) conducted for the Organic Liquids Distribution (Non-Gasoline) (OLD) source category regulated under National Emission Standards for Hazardous Air Pollutants (NESHAP). The U.S. Environmental Protection Agency (EPA) is finalizing amendments to the storage tank requirements as a result of the RTR. In addition, we are taking final action to correct and clarify regulatory provisions related to emissions during periods of startup, shutdown, and malfunction (SSM); add requirements for electronic reporting of performance test results and reports, performance evaluation reports, compliance reports, and Notification of Compliance Status (NOCS) reports; add operational requirements for flares; and make other minor technical improvements. We estimate that these amendments will reduce emissions of hazardous air pollutants (HAP) from this source category by 186 tons per year (tpy), which represents an approximate 8 percent reduction of HAP emissions from the source category.",85 FR 40740, 2020-05900,https://www.federalregister.gov/documents/2020/07/07/2020-05900/national-emission-standards-for-hazardous-air-pollutants-organic-liquids-distribution-non-gasoline,https://www.govinfo.gov/content/pkg/FR-2020-07-07/pdf/2020-05900.pdf,07/07/2020
Phosphoric Acid Manufacturing and Phosphate Fertilizer Production RTR and Standards of Performance for Phosphate Processing,Rule,Environmental Protection Agency,"This action finalizes the residual risk and technology review conducted for the Phosphoric Acid Manufacturing and Phosphate Fertilizer Production source categories regulated under national emission standards for hazardous air pollutants (NESHAP). In addition, this action finalizes an 8-year review of the current new source performance standards (NSPS) for five source categories. We are also taking final action addressing Clean Air Act (CAA) provisions related to emission standards for hazardous air pollutants, review and revision of emission standards, and work practice standards. The final amendments to the Phosphoric Acid Manufacturing NESHAP include: Numeric emission limits for previously unregulated mercury (Hg) and total fluoride emissions from calciners; work practice standards for hydrogen fluoride (HF) emissions from previously unregulated gypsum dewatering stacks and cooling ponds; clarifications to the applicability and monitoring requirements to accommodate process equipment and technology changes; removal of the exemptions for startup, shutdown, and malfunction (SSM); adoption of work practice standards for periods of startup and shutdown; and revised recordkeeping and reporting requirements for periods of SSM. The final amendments to the Phosphate Fertilizer Production NESHAP include: Clarifications to the applicability and monitoring requirements to accommodate process equipment and technology changes; removal of the exemptions for SSM; adoption of work practice standards for periods of startup and shutdown; and revised recordkeeping and reporting requirements for periods of SSM. The revised NESHAP for Phosphoric Acid Manufacturing facilities will mitigate future increases of Hg emissions from phosphate rock calciners by requiring pollution prevention measures. Further, based on the 8-year review of the current NSPS for these source categories, the EPA determined that no revisions to the numeric emission limits in those rules are warranted.",80 FR 50386, 2015-19732,https://www.federalregister.gov/documents/2015/08/19/2015-19732/phosphoric-acid-manufacturing-and-phosphate-fertilizer-production-rtr-and-standards-of-performance,https://www.govinfo.gov/content/pkg/FR-2015-08-19/pdf/2015-19732.pdf,08/19/2015
Air Plan Approval; WA; Update to Materials Incorporated by Reference,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is updating the materials that are incorporated by reference (IBR) into the Washington State Implementation Plan (SIP). The regulations affected by this update have been previously submitted by Washington and approved by the EPA. In this final rule, the EPA is also notifying the public of corrections and clarifying changes in the Code of Federal Regulations (CFR) tables that identify the materials incorporated by reference into the Washington SIP. This update affects the materials that are available for public inspection at the National Archives and Records Administration (NARA) and the EPA Regional Office.",89 FR 67158, 2024-16953,https://www.federalregister.gov/documents/2024/08/19/2024-16953/air-plan-approval-wa-update-to-materials-incorporated-by-reference,https://www.govinfo.gov/content/pkg/FR-2024-08-19/pdf/2024-16953.pdf,08/19/2024
National Emission Standards for Hazardous Air Pollutants: Integrated Iron and Steel Manufacturing Facilities Residual Risk and Technology Review,Rule,Environmental Protection Agency,"This action finalizes the residual risk and technology review (RTR) conducted for the Integrated Iron and Steel Manufacturing Facilities source category regulated under national emission standards for hazardous air pollutants (NESHAP). The Agency found that risks due to emissions of air toxics from this source category are acceptable and that the current NESHAP provides an ample margin of safety to protect public health. Under the technology review, we found no developments in practices, processes, or control technologies that necessitate revision of the standards. In addition, we are taking final action to establish emission standards for mercury in response to a 2004 administrative petition for reconsideration which minimizes emissions by limiting the amount of mercury per ton of metal scrap used. We also are removing exemptions for periods of startup, shutdown, and malfunction (SSM) consistent with a 2008 court decision, and clarifying that the emissions standards apply at all times; adding electronic reporting of performance test results and compliance reports; and making minor corrections and clarifications for a few other rule provisions.",85 FR 42074, 2020-09753,https://www.federalregister.gov/documents/2020/07/13/2020-09753/national-emission-standards-for-hazardous-air-pollutants-integrated-iron-and-steel-manufacturing,https://www.govinfo.gov/content/pkg/FR-2020-07-13/pdf/2020-09753.pdf,07/13/2020
Regulation of Fuels and Fuel Additives: Identification of Additional Qualifying Renewable Fuel Pathways Under the Renewable Fuel Standard Program,Rule,Environmental Protection Agency,"EPA is issuing a direct final rule identifying additional fuel pathways that EPA has determined meet the biomass-based diesel, advanced biofuel or cellulosic biofuel lifecycle greenhouse gas (GHG) reduction requirements specified in Clean Air Act section 211(o), the Renewable Fuel Standard Program, as amended by the Energy Independence and Security Act of 2007 (EISA). This direct final rule describes EPA's evaluation of biofuels produced from camelina oil, energy cane, giant reed, and napiergrass; it also includes an evaluation of renewable gasoline and renewable gasoline blendstocks, as well as biodiesel from esterification, and clarifies our definition of renewable diesel. We are also finalizing two changes to regulation that were proposed on July 1, 2011(76 FR 38844). The first change adds ID letters to pathways to facilitate references to specific pathways. The second change adds ""rapeseed"" to the existing pathway for renewable fuel made from canola oil. This direct final rule adds these pathways to Table in regulation as pathways which have been determined to meet one or more of the GHG reduction thresholds specified in CAA 211(o), and assigns each pathway a corresponding D-Code. It allows producers or importers of fuel produced pursuant to these pathways to generate Renewable Identification Numbers (RINs), providing that the fuel meets the other requirements specified in the RFS regulations to qualify it as renewable fuel.",77 FR 700, 2011-31580,https://www.federalregister.gov/documents/2012/01/05/2011-31580/regulation-of-fuels-and-fuel-additives-identification-of-additional-qualifying-renewable-fuel,https://www.govinfo.gov/content/pkg/FR-2012-01-05/pdf/2011-31580.pdf,01/05/2012
Clean Water Rule: Definition of â€œWaters of the United Statesâ€?Rule,Rule,Defense Department; Engineers Corps; Environmental Protection Agency,"The Environmental Protection Agency (EPA) and the U.S. Army Corps of Engineers (Corps) are publishing a final rule defining the scope of waters protected under the Clean Water Act (CWA or the Act), in light of the statute, science, Supreme Court decisions in U.S. v. Riverside Bayview Homes, Solid Waste Agency of Northern Cook County v. U.S. Army Corps of Engineers (SWANCC), and Rapanos v. United States (Rapanos), and the agencies' experience and technical expertise. This final rule reflects consideration of the extensive public comments received on the proposed rule. The rule will ensure protection for the nation's public health and aquatic resources, and increase CWA program predictability and consistency by clarifying the scope of ""waters of the United States"" protected under the Act.",80 FR 37054, 2015-13435,https://www.federalregister.gov/documents/2015/06/29/2015-13435/clean-water-rule-definition-of-waters-of-the-united-states,https://www.govinfo.gov/content/pkg/FR-2015-06-29/pdf/2015-13435.pdf,06/29/2015
Effluent Limitations Guidelines and Standards for the Steam Electric Power Generating Point Source Category,Rule,Environmental Protection Agency,"This final rule, promulgated under the Clean Water Act (CWA), protects public health and the environment from toxic metals and other harmful pollutants, including nutrients, by strengthening the technology-based effluent limitations guidelines and standards (ELGs) for the steam electric power generating industry. Steam electric power plants contribute the greatest amount of all toxic pollutants discharged to surface waters by industrial categories regulated under the CWA. The pollutants discharged by this industry can cause severe health and environmental problems in the form of cancer and non-cancer risks in humans, lowered IQ among children, and deformities and reproductive harm in fish and wildlife. Many of these pollutants, once in the environment, remain there for years. Due to their close proximity to these discharges and relatively high consumption of fish, some minority and low-income communities have greater exposure to, and are therefore at greater risk from, pollutants in steam electric power plant discharges. The final rule establishes the first nationally applicable limits on the amount of toxic metals and other harmful pollutants that steam electric power plants are allowed to discharge in several of their largest sources of wastewater. On an annual basis, the rule reduces the amount of toxic metals, nutrients, and other pollutants that steam electric power plants are allowed to discharge by 1.4 billion pounds; it reduces water withdrawal by 57 billion gallons; and, it has social costs of $480 million and monetized benefits of $451 to $566 million.",80 FR 67838, 2015-25663,https://www.federalregister.gov/documents/2015/11/03/2015-25663/effluent-limitations-guidelines-and-standards-for-the-steam-electric-power-generating-point-source,https://www.govinfo.gov/content/pkg/FR-2015-11-03/pdf/2015-25663.pdf,11/03/2015
National Ambient Air Quality Standards for Ozone,Rule,Environmental Protection Agency,"Based on its review of the air quality criteria for ozone (O<INF>3</INF>) and related photochemical oxidants and national ambient air quality standards (NAAQS) for O<INF>3</INF>, the Environmental Protection Agency (EPA) is revising the primary and secondary NAAQS for O<INF>3</INF> to provide requisite protection of public health and welfare, respectively. The EPA is revising the levels of both standards to 0.070 parts per million (ppm), and retaining their indicators (O<INF>3</INF>), forms (fourth-highest daily maximum, averaged across three consecutive years) and averaging times (eight hours). The EPA is making corresponding revisions in data handling conventions for O<INF>3</INF> and changes to the Air Quality Index (AQI); revising regulations for the prevention of significant deterioration (PSD) program to add a transition provision for certain applications; and establishing exceptional events schedules and providing information related to implementing the revised standards. The EPA is also revising the O<INF>3</INF> monitoring seasons, the Federal Reference Method (FRM) for monitoring O<INF>3</INF> in the ambient air, Federal Equivalent Method (FEM) analyzer performance requirements, and the Photochemical Assessment Monitoring Stations (PAMS) network. Along with exceptional events schedules related to implementing the revised O<INF>3</INF> standards, the EPA is applying this same schedule approach to other future new or revised NAAQS and removing obsolete regulatory language for expired exceptional events deadlines. The EPA is making minor changes to the procedures and time periods for evaluating potential FRMs and equivalent methods, including making the requirements for nitrogen dioxide (NO<INF>2</INF>) consistent with the requirements for O<INF>3</INF>, and removing an obsolete requirement for the annual submission of Product Manufacturing Checklists by manufacturers of FRMs and FEMs for monitors of fine and coarse particulate matter. For a more detailed summary, see the Executive Summary below.",80 FR 65292, 2015-26594,https://www.federalregister.gov/documents/2015/10/26/2015-26594/national-ambient-air-quality-standards-for-ozone,https://www.govinfo.gov/content/pkg/FR-2015-10-26/pdf/2015-26594.pdf,10/26/2015
"Oil and Natural Gas Sector: Emission Standards for New, Reconstructed, and Modified Sources Reconsideration",Rule,Environmental Protection Agency,"This action finalizes amendments to the new source performance standards (NSPS) for the oil and natural gas sector. The Environmental Protection Agency (EPA) granted reconsideration on the fugitive emissions requirements, well site pneumatic pump standards, requirements for certification of closed vent systems (CVS) by a professional engineer (PE), and the provisions to apply for the use of an alternative means of emission limitation (AMEL). This final action includes amendments as a result of the EPA's reconsideration of the issues associated with the above mentioned four subject areas and other issues raised in the reconsideration petitions for the NSPS, as well as amendments to streamline the implementation of the rule. This action also includes technical corrections and additional clarifying language in the regulatory text and/or preamble where the EPA concludes further clarification is warranted.",85 FR 57398, 2020-18115,https://www.federalregister.gov/documents/2020/09/15/2020-18115/oil-and-natural-gas-sector-emission-standards-for-new-reconstructed-and-modified-sources,https://www.govinfo.gov/content/pkg/FR-2020-09-15/pdf/2020-18115.pdf,09/15/2020
Clean Water Act Methods Update Rule for the Analysis of Effluent,Rule,Environmental Protection Agency,"This rule modifies the testing procedures approved for analysis and sampling under the Clean Water Act. The changes adopted in this final rule fall into the following categories: New and revised EPA methods (including new and/or revised methods published by voluntary consensus standard bodies (VCSB), such as ASTM International and the Standard Methods Committee); updated versions of currently approved methods; methods reviewed under the alternate test procedures (ATP) program; clarifications to the procedures for EPA approval of nationwide and limited use ATPs; and amendments to the procedure for determination of the method detection limit to address laboratory contamination and to better account for intra-laboratory variability.",82 FR 40836, 2017-17271,https://www.federalregister.gov/documents/2017/08/28/2017-17271/clean-water-act-methods-update-rule-for-the-analysis-of-effluent,https://www.govinfo.gov/content/pkg/FR-2017-08-28/pdf/2017-17271.pdf,08/28/2017
Regulation of Fuels and Fuel Additives: 2011 Renewable Fuel Standards,Rule,Environmental Protection Agency,"The Environmental Protection Agency is required to set the renewable fuel standards each November for the following year based on gasoline and diesel projections from the Energy Information Administration (EIA). Additionally, EPA is required to set the cellulosic biofuel standard each year based on the volume projected to be available during the following year, if the projected volume is less than the applicable volume provided in the statute. These cellulosic biofuel volume projections are to be based in part on EIA projections as well as assessments of production capability from industry. This action establishes annual percentage standards under Clean Air Act section 211(o) for cellulosic biofuel, biomass-based diesel, advanced biofuel, and renewable fuels that apply to all gasoline and diesel produced or imported in calendar year 2011. We have determined that the applicable volume of cellulosic biofuel on which the percentage standard should be based is 6.0 million ethanol-equivalent gallons. We believe that available volumes of cellulosic biofuel could be significantly higher in 2012. This action also finalizes two changes to the Renewable Fuel Standard program regulations: modifications to the delayed RINs provision which provides a temporary and limited means for certain renewable fuel producers to generate RINs after they have produced and sold renewable fuel, and a new process for parties to petition EPA to authorize use of an aggregate approach to compliance with the renewable biomass provision for foreign feedstocks akin to that applicable to the U.S. Finally, this action makes two administrative announcements, one regarding the price for cellulosic biofuel waiver credits for 2011, and another regarding the status of the aggregate compliance provision for domestic crops.",75 FR 76790, 2010-30296,https://www.federalregister.gov/documents/2010/12/09/2010-30296/regulation-of-fuels-and-fuel-additives-2011-renewable-fuel-standards,https://www.govinfo.gov/content/pkg/FR-2010-12-09/pdf/2010-30296.pdf,12/09/2010
"Prevention of Significant Deterioration (PSD) for Particulate Matter Less Than 2.5 Micrometers (PM2.5)-Increments, Significant Impact Levels (SILs) and Significant Monitoring Concentration (SMC)",Rule,Environmental Protection Agency,"The EPA is amending the requirements for particulate matter less than 2.5 micrometers (PM<INF>2.5</INF>) under the Prevention of Significant Deterioration (PSD) program by adding maximum allowable increases in ambient pollutant concentrations (""increments"") and two screening tools, known as the Significant Impact Levels (SILs) and a Significant Monitoring Concentration (SMC) for PM<INF>2.5</INF>. The SILs for PM<INF>2.5</INF> are also being added to two other New Source Review (NSR) rules that regulate the construction and modification of any major stationary source locating in an attainment or unclassifiable area, where the source's emissions may cause or contribute to a violation of the national ambient air quality standards (NAAQS).",75 FR 64864, 2010-25132,https://www.federalregister.gov/documents/2010/10/20/2010-25132/prevention-of-significant-deterioration-psd-for-particulate-matter-less-than-25-micrometers,https://www.govinfo.gov/content/pkg/FR-2010-10-20/pdf/2010-25132.pdf,10/20/2010
Hazardous Waste Generator Improvements Rule,Rule,Environmental Protection Agency,"With this action, the United States Environmental Protection Agency (EPA) is finalizing revisions to the Resource Conservation and Recovery Act's (RCRA) hazardous waste generator regulatory program proposed on September 25, 2015. There are several objectives to these revisions. They include reorganizing the hazardous waste generator regulations to make them more user-friendly and thus improve their usability by the regulated community; providing a better understanding of how the RCRA hazardous waste generator regulatory program works; addressing gaps in the existing regulations to strengthen environmental protection; providing greater flexibility for hazardous waste generators to manage their hazardous waste in a cost-effective and protective manner; and making technical corrections and conforming changes to address inadvertent errors and remove obsolete references to programs that no longer exist. This final rule responds to the comments of EPA stakeholders, taking into consideration the mission of EPA and the goals of RCRA.",81 FR 85732, 2016-27429,https://www.federalregister.gov/documents/2016/11/28/2016-27429/hazardous-waste-generator-improvements-rule,https://www.govinfo.gov/content/pkg/FR-2016-11-28/pdf/2016-27429.pdf,11/28/2016
